484530001011,B25064_001E,Interpolated
484530001012,B25064_001E,Interpolated
484530001022,B25064_001E,Interpolated
484530002031,B25077_001E,Interpolated
484530002032,B25077_001E,Interpolated
484530002053,B25077_001E,Interpolated
484530004013,B25077_001E,Interpolated
484530006011,B25077_001E,Interpolated
484530006012,B25077_001E,Interpolated
484530006012,B25064_001E,Interpolated
484530006051,B25077_001E,Interpolated
484530006052,B25077_001E,Interpolated
484530006053,B25077_001E,Interpolated
484530006061,B25077_001E,Interpolated
484530006062,B25077_001E,Interpolated
484530006064,B25077_001E,Interpolated
484530006071,B25077_001E,Interpolated
484530006072,B25077_001E,Interpolated
484530006073,B25077_001E,Interpolated
484530006081,B25077_001E,Interpolated
484530006082,B25077_001E,Interpolated
484530008011,B25064_001E,Interpolated
484530008021,B25064_001E,Interpolated
484530008022,B25064_001E,Interpolated
484530009012,B25077_001E,Interpolated
484530009021,B25064_001E,Interpolated
484530011022,B25077_001E,Interpolated
484530011023,B25077_001E,Interpolated
484530012005,B25077_001E,Interpolated
484530013072,B25064_001E,Interpolated
484530013103,B25077_001E,Interpolated
484530013111,B25077_001E,Interpolated
484530014022,B25064_001E,Interpolated
484530015013,B25064_001E,Interpolated
484530015032,B25077_001E,Interpolated
484530016023,B25077_001E,Interpolated
484530016031,B25064_001E,Interpolated
484530016033,B25064_001E,Interpolated
484530016034,B25064_001E,Interpolated
484530016042,B25064_001E,Interpolated
484530016044,B25064_001E,Interpolated
484530016051,B25077_001E,Interpolated
484530019111,B25077_001E,Interpolated
484530019131,B25064_001E,Interpolated
484530019141,B25064_001E,Interpolated
484530019142,B25064_001E,Interpolated
484530019161,B25064_001E,Interpolated
484530019162,B25064_001E,Interpolated
484530019171,B25064_001E,Interpolated
484530019172,B25064_001E,Interpolated
484530019181,B25064_001E,Interpolated
484530019182,B25064_001E,Interpolated
484530019201,B25077_001E,Interpolated
484530019211,B25064_001E,Interpolated
484530020061,B25077_001E,Interpolated
484530021053,B25077_001E,Interpolated
484530021054,B25077_001E,Interpolated
484530021063,B25064_001E,Interpolated
484530021133,B25064_001E,Interpolated
484530022131,B25064_001E,Interpolated
484530022133,B25077_001E,Interpolated
484530022141,B25064_001E,Interpolated
484530022142,B25077_001E,Interpolated
484530022142,B25064_001E,Interpolated
484530022151,B25064_001E,Interpolated
484530022161,B25064_001E,Interpolated
484530022182,B25064_001E,Interpolated
484530022183,B25064_001E,Interpolated
484530022193,B25064_001E,Interpolated
484530023041,B25077_001E,Interpolated
484530023042,B25077_001E,Interpolated
484530023043,B25077_001E,Interpolated
484530023102,B25077_001E,Interpolated
484530023141,B25077_001E,Interpolated
484530023142,B25077_001E,Interpolated
484530023143,B25077_001E,Interpolated
484530023144,B25077_001E,Interpolated
484530023151,B25077_001E,Interpolated
484530023152,B25077_001E,Interpolated
484530023161,B25077_001E,Interpolated
484530023162,B25077_001E,Interpolated
484530023163,B25077_001E,Interpolated
484530023213,B25077_001E,Interpolated
484530023222,B25077_001E,Interpolated
484530023233,B25077_001E,Interpolated
484530023241,B25077_001E,Interpolated
484530023242,B25077_001E,Interpolated
484530023251,B25064_001E,Interpolated
484530023252,B25077_001E,Interpolated
484530023252,B25064_001E,Interpolated
484530023253,B25064_001E,Interpolated
484530023254,B25077_001E,Interpolated
484530023261,B25077_001E,Interpolated
484530023271,B25077_001E,Interpolated
484530023271,B25064_001E,Interpolated
484530023272,B25077_001E,Interpolated
484530024131,B25077_001E,Interpolated
484530024191,B25077_001E,Interpolated
484530024192,B25077_001E,Interpolated
484530024193,B25077_001E,Interpolated
484530024222,B25077_001E,Interpolated
484530024223,B25064_001E,Interpolated
484530024241,B25064_001E,Interpolated
484530024362,B25064_001E,Interpolated
484530024372,B25077_001E,Interpolated
484530024382,B25077_001E,Interpolated
484530024431,B25077_001E,Interpolated
